decision_id,option,status,token_status
Sweden_26,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Sweden_24,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Sweden_27,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Sweden_30,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Sweden_31,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Sweden_33,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Sweden_36,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Sweden_34,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Sweden_35,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Sweden_37,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Sweden_38,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Sweden_41,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Sweden_47,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Sweden_48,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_1,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Sweden_57,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Sweden_52,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_3,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_2,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_4,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_6,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_7,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_8,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_10,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_12,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_11,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_15,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_16,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_14,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_18,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_19,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_21,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_22,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_25,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_24,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_26,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_27,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_28,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_30,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_32,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_29,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_31,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_33,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_35,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_36,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_40,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_41,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_42,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_45,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_47,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_48,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_51,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_49,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_52,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_50,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_53,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_56,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_55,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_54,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_57,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_58,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_59,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_62,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_63,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_64,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_67,NO_DPO_APPOINTED,DISCUSSED,KNOWN
Spain_69,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_71,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_70,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_68,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_73,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_74,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_77,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_75,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_81,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_78,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_82,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_80,CONFLICT_OF_INTEREST,DISCUSSED,KNOWN
Spain_83,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_85,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_87,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_86,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_88,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_91,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_93,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_89,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_90,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_94,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_95,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_92,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_96,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_98,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_99,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_100,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_97,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_103,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_102,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_101,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_107,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_105,INADEQUATE_INVOLVEMENT,DISCUSSED,KNOWN
Spain_108,NO_DPO_APPOINTED,DISCUSSED,KNOWN
Spain_110,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_109,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_112,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_116,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_117,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_115,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_114,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_118,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_121,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_120,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_122,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_124,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_126,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_125,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_127,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_130,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_129,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_128,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_131,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_134,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_137,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_135,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_138,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_139,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_141,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_140,NO_DPO_APPOINTED,DISCUSSED,KNOWN
Spain_142,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_144,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_146,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_147,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_149,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_151,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_150,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_152,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_154,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_153,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_155,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_157,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_160,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_159,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_162,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_161,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_164,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_165,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_163,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_168,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_166,NO_DPO_APPOINTED,DISCUSSED,KNOWN
Spain_174,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_173,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_172,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_179,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_178,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_177,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_175,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_181,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_187,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_180,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_182,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_186,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_185,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_188,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_189,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_183,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_190,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_191,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_194,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_192,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_193,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_196,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_195,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_200,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_199,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_202,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_201,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_203,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_206,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_205,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_204,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_208,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_209,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_210,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_212,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_214,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_215,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_219,NOT_DISCUSSED,DISCUSSED,UNKNOWN
Spain_216,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_217,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_220,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_222,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_225,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_228,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_227,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_230,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_231,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_232,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_235,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_237,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_240,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_238,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_239,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_236,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_243,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_244,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_245,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_247,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_246,NO_DPO_APPOINTED,DISCUSSED,KNOWN
Spain_246,INADEQUATE_INVOLVEMENT,DISCUSSED,KNOWN
Spain_250,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_252,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_254,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_255,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_259,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_256,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_262,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_264,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_265,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_266,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_267,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_272,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_273,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_275,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_276,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_279,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_282,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_288,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_289,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_283,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_287,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_296,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_290,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_297,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_291,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_292,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_294,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_293,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_298,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_300,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_299,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_303,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_302,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_304,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_305,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_309,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_306,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_312,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_307,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_313,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_314,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_315,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_320,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_318,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_317,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_319,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_321,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_323,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_325,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_324,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_326,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_328,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_332,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_331,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_335,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_336,NO_DPO_APPOINTED,DISCUSSED,KNOWN
Spain_340,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_337,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_342,NO_DPO_APPOINTED,DISCUSSED,KNOWN
Spain_343,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_344,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_349,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_350,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_351,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_352,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_353,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_354,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_356,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_360,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_359,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_362,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_361,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_364,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_367,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_366,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_370,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_371,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_372,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_373,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_375,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_374,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_376,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_378,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_377,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_379,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_381,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_380,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_382,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_383,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_384,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_387,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_389,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_388,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_391,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_390,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_392,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_393,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_394,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_396,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_397,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_398,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_406,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_401,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_402,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_405,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_404,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_408,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_410,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_411,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_417,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_412,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_415,NO_DPO_APPOINTED,DISCUSSED,KNOWN
Spain_418,NO_DPO_APPOINTED,DISCUSSED,KNOWN
Spain_420,NO_ISSUES_FOUND,DISCUSSED,KNOWN
Spain_422,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_424,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_426,INADEQUATE_INVOLVEMENT,DISCUSSED,KNOWN
Spain_425,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_428,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_429,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_430,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_431,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_432,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_433,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_436,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_434,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_438,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_440,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_437,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_441,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
Spain_439,NOT_APPLICABLE,NOT_APPLICABLE,KNOWN
